Model,Domain,Topic
llama3.1,climate action,Climate Change and Education System for Out-Of-School Children
llama3.1,climate action,Community-Based Biodiversity Conservation in African Countries
llama3.1,climate action,Digital Solutions for Climate Change Monitoring and Mitigation
llama3.1,climate action,Economic Impact Analysis of Climate Change Mitigation Measures
llama3.1,climate action,Education and Skills in the Transition to a Low-Carbon Economy
llama3.1,climate action,Transportation Electrification and Hydrogen Fuel Cell Vehicles
llama3.1,climate action,"Climate Change, Food Security, and Small-Scale Farmer Practices"
llama3.1,climate action,Climate Change-Related Sea Level Rise Adaptation and Mitigation
llama3.1,climate action,Community-Based Green Building Initiatives in Residential Areas
llama3.1,climate action,Ecological Restoration Strategies for Climate Change Resilience
llama3.1,climate action,Economic Benefits of Climate Action in Underdeveloped Countries
llama3.1,climate action,Geographic information system (GIS) applications in agriculture
llama3.1,climate action,Historical and Recent Impact of Climate Change on Global Health
llama3.1,climate action,Sustainable Building Materials in Low-Carbon Built Environments
llama3.1,climate action,Sustainable Buildings in Small Islands Developing States (SIDS)
llama3.1,climate action,Advanced Weathering of Steel (AUST) and Steel's Carbon Footprint
llama3.1,climate action,Climate Change and Small-Scale Agriculture in Sub-Saharan Africa
llama3.1,climate action,Climate Change-Related Disease Dynamics and Surveillance Systems
llama3.1,climate action,Climate Justice in the Face of Inequitable Resource Distribution
llama3.1,climate action,Community-Based Renewable Energy Generation and Grid Integration
llama3.1,climate action,Geographic Information Systems (GIS) in Environmental Monitoring
llama3.1,climate action,Integrating Climate Change into Urban Planning in Eastern Europe
llama3.1,climate action,Sustainable Agriculture Initiatives in Climate Change Mitigation
llama3.1,climate action,Sustainable Consumption and Production Patterns in Supply Chains
llama3.1,climate action,Sustainable Materials and Design in Zero Net Energy Construction
llama3.1,climate action,Community Engagement in Renewable Energy Projects and Local Power
llama3.1,climate action,Disaster Risk Reduction and Management for Indigenous Communities
llama3.1,climate action,Recreational and Cultural Preservation in Times of Climate Change
llama3.1,climate action,Renewable Energy Certificates (RECs) and the Clean Energy Economy
llama3.1,climate action,Sustainable Infrastructure Development and Its Historical Lessons
llama3.1,climate action,Urban Climate Adaptation Planning for Small- to Medium-Size Towns
llama3.1,climate action,Assessment of Climate Change Impacts on Renewable Energy Resources
llama3.1,climate action,Climate Change in Vulnerable Populations and the Healthcare System
llama3.1,climate action,Geographic Information Systems (GIS) for Climate Change Adaptation
llama3.1,climate action,Indicators and Metrics of Climate Change Risks and Vulnerabilities
llama3.1,climate action,"Migration of humans, and animals, away from extreme weather events"
llama3.1,climate action,Renewable Energy Generation and Integration Strategies for Islands
llama3.1,climate action,The Historical and Cultural Significance of Environmental Policies
llama3.1,climate action,Bioenergy with Carbon Capture and Storage from Industrial Processes
llama3.1,climate action,Climate Change Adaptation Strategies for Small Isolated Communities
llama3.1,climate action,Community-Based Disaster Risk Reduction in Tropical Cyclone Regions
llama3.1,climate action,Global Disaster Risk Finance for Small and Medium-Sized Enterprises
llama3.1,climate action,Adaptation and Resilience Policy Frameworks for Small-Island Nations
llama3.1,climate action,Advanced Materials for Industrial Efficiency and Climate Performance
llama3.1,climate action,Climate Change Communication and Engagement with Marginalized Groups
llama3.1,climate action,Digital Health and Sustainable Livelihoods in Climate Change Context
llama3.1,climate action,Enhanced Oil Recovery (EOR) Process Improvements for Sustainable Use
llama3.1,climate action,"Public Attitudes, Perception, and Willingness to Take Climate Action"
llama3.1,climate action,Sustainable Consumption and Production (SCP) in the Textile Industry
llama3.1,climate action,Disaster Risk Reduction in Drought and Other Climate-Driven Disasters
llama3.1,climate action,Enhancing International Climate Cooperation through Knowledge Sharing
llama3.1,climate action,Sustainable Consumption and Production Patterns in the Service Sector
llama3.1,climate action,Climate Adaptation Strategies in Small Island Developing States (SIDS)
llama3.1,climate action,"Climate Change, Urban Agriculture, and the Future of Farming in Cities"
llama3.1,climate action,Fiscal Tools and Policy Interventions for Climate Finance Mobilization
llama3.1,climate action,Regional Climate Change Adaptation Plans and Scenarios for East Africa
llama3.1,climate action,Adaptation Strategies for Coastal Zones under Climate Change Conditions
llama3.1,climate action,Economic Costs and Benefits of Climate Change Mitigation and Adaptation
llama3.1,climate action,Sustainable Consumption and Production Patterns in Textiles and Clothing
llama3.1,climate action,Sustainable Transportation and Mobility in the Context of Climate Change
llama3.1,climate action,"Ecological Systems, Ecosystems, and Services for Climate Change Adaptation"
llama3.1,climate action,"Extreme weather events, affecting major crop production and transportation"
llama3.1,climate action,"Social, Economic, and Cultural Factors Influencing Climate Change Behaviors"
llama3.1,climate action,Disaster Risk Reduction and Climate Change Adaptation in Mountainous Regions
llama3.1,climate action,Disaster Risk Reduction and Climate Change Adaptation in the Western Pacific
llama3.1,climate action,Community-Based Climate Change Adaptation and Resilience in High-Income Areas
llama3.1,climate action,Geotechnical Considerations and Engineering Challenges in Deep Carbon Capture
llama3.1,climate action,Climate Change and Agriculture in Regions with High Abundance of Plant Species
llama3.1,climate action,Community-Led Climate Change Adaptation and Resilience in Informal Settlements
llama3.1,climate action,Sustainable Buildings and LEED (Leadership in Energy and Environmental Design)
llama3.1,climate action,Global Cooperation and Knowledge Exchange in Climate Change Mitigation and Adaptation
llama3.1,climate action,"Carbon emissions due to deforestation, over-urbanization and climate-driven degradation"
llama3.1,climate action,"Innovation, Technology Transfer, and Intellectual Property for Climate Change Mitigation"
gpt-3.5-turbo,good health and well-being,
gpt-3.5-turbo,good health and well-being,GMOs
gpt-3.5-turbo,good health and well-being,Yoga
gpt-3.5-turbo,good health and well-being,Reiki
gpt-3.5-turbo,good health and well-being,Sleep
gpt-3.5-turbo,good health and well-being,Zumba
gpt-3.5-turbo,good health and well-being,Hiking
gpt-3.5-turbo,good health and well-being,Qigong
gpt-3.5-turbo,good health and well-being,Cycling
gpt-3.5-turbo,good health and well-being,Dieting
gpt-3.5-turbo,good health and well-being,Juicing
gpt-3.5-turbo,good health and well-being,Mindset
gpt-3.5-turbo,good health and well-being,Pilates
gpt-3.5-turbo,good health and well-being,Posture
gpt-3.5-turbo,good health and well-being,Tai Chi
gpt-3.5-turbo,good health and well-being,Walking
gpt-3.5-turbo,good health and well-being,Ayurveda
gpt-3.5-turbo,good health and well-being,CrossFit
gpt-3.5-turbo,good health and well-being,Exercise
gpt-3.5-turbo,good health and well-being,Insomnia
gpt-3.5-turbo,good health and well-being,Kombucha
gpt-3.5-turbo,good health and well-being,Laughter
gpt-3.5-turbo,good health and well-being,Mobility
gpt-3.5-turbo,good health and well-being,Optimism
gpt-3.5-turbo,good health and well-being,Smudging
gpt-3.5-turbo,good health and well-being,Swimming
gpt-3.5-turbo,good health and well-being,Veganism
gpt-3.5-turbo,good health and well-being,Allergies
gpt-3.5-turbo,good health and well-being,Biophilia
gpt-3.5-turbo,good health and well-being,Diet fads
gpt-3.5-turbo,good health and well-being,Feng Shui
gpt-3.5-turbo,good health and well-being,Gardening
gpt-3.5-turbo,good health and well-being,Gratitude
gpt-3.5-turbo,good health and well-being,Hair care
gpt-3.5-turbo,good health and well-being,Happiness
gpt-3.5-turbo,good health and well-being,Herbalism
gpt-3.5-turbo,good health and well-being,Hydration
gpt-3.5-turbo,good health and well-being,Nutrition
gpt-3.5-turbo,good health and well-being,Self-care
gpt-3.5-turbo,good health and well-being,Self-love
gpt-3.5-turbo,good health and well-being,Skin care
gpt-3.5-turbo,good health and well-being,Adaptogens
gpt-3.5-turbo,good health and well-being,Aging Well
gpt-3.5-turbo,good health and well-being,Biohacking
gpt-3.5-turbo,good health and well-being,Blue zones
gpt-3.5-turbo,good health and well-being,Body Image
